steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy
580010	2	436.354453087	20305.0729846	20305.2042497	0.699372293006	20306.3634205	20304.1048263	7.24679792486e+12	0.676678117767
580460	3	474.089526892	20305.4391675	20305.4943778	1.02800040635	20306.9398379	20303.6330857	7.23596354468e+12	0.680893363301
575942	1	483.306093931	20305.0516578	20305.0607136	1.02293524476	20306.4778185	20303.4340303	7.24535707032e+12	0.680523151183
601559	6	488.291295052	20305.0415709	20305.1701639	0.654806656063	20305.6636649	20303.4386046	7.24047429488e+12	0.677687173715
581222	4	491.617897987	20304.5105866	20304.3947228	1.09963552533	20306.1942095	20303.0087832	7.2443368987e+12	0.680103922312
585786	5	496.06812191	20305.0509777	20305.2028706	1.02063257718	20306.476866	20302.909882	7.23990978217e+12	0.67704782261
1000591	35	579.20175004	20304.870155	20304.5489976	1.35579608356	20306.9500503	20303.0782745	1.5859703012e+13	0.680968213798
998299	33	595.508116961	20305.2639568	20304.9252741	1.17140929137	20306.9179271	20303.3091758	1.58711553351e+13	0.677832702408
999300	34	602.136903048	20305.3036722	20305.2550657	0.759092383157	20306.4713728	20304.3954622	1.58559823732e+13	0.680842609694
1018103	36	621.176399946	20305.3992169	20305.0680621	1.0646752929	20307.4032497	20303.9641261	1.5872581789e+13	0.681698912658
1156147	42	638.815282106	20305.4170633	20305.6541482	0.788061199771	20306.3951729	20303.6346128	1.80923631617e+13	0.678412888727
1200101	44	717.582668066	20304.7353222	20304.974514	1.6474685206	20306.4199088	20301.3365159	1.86475821528e+13	0.678872368621
1391227	59	769.582540989	20304.942751	20304.9309112	0.704409803202	20306.1048869	20303.6975258	2.49053828883e+13	0.678727137357
1426980	60	840.897094965	20304.9949359	20305.3167426	1.17098847891	20306.8430663	20302.6903322	2.4918245236e+13	0.680504518551
1710762	68	878.018199921	20305.480539	20305.67573	1.15919567869	20306.8443726	20302.5959698	2.88517518239e+13	0.679752280104
1588827	64	880.454575062	20305.6181845	20305.1981472	1.00326616322	20307.2709665	20304.5165169	2.75554288896e+13	0.67391963336
1620917	65	901.76213789	20304.621436	20304.9279793	2.37818241824	20306.951663	20299.3630109	2.78853515177e+13	0.676157370992
1953014	86	979.86301589	20305.0290129	20305.1784383	0.985204056045	20306.3487888	20303.3141102	3.48761762111e+13	0.681215955939
1803961	80	995.965610027	20305.2201271	20304.9209879	1.23064923377	20307.2290454	20302.9039014	3.18086714719e+13	0.681577153824
2115345	92	1071.09595799	20305.3276093	20305.3781955	0.888722996448	20306.618927	20303.6813965	3.64803059628e+13	0.680557460321
2021373	88	1102.54709697	20305.2420957	20305.4202012	0.822653572965	20306.3612624	20303.1854601	3.5342109693e+13	0.681895756339
2206474	97	1118.2688601	20305.7184953	20305.507147	1.12203607617	20307.5867033	20304.0527992	3.8002822324e+13	0.681416949279
2312610	104	1211.488554	20305.0000958	20305.0706897	1.53830986074	20307.0722456	20302.2315833	4.03951431757e+13	0.674104052454
2408644	109	1252.90829802	20305.5928218	20306.2023039	1.33738905696	20306.9988766	20303.3629634	4.17315570406e+13	0.681510482378
2519559	113	1264.48521996	20305.4574761	20305.4693226	1.14863253759	20307.0994775	20303.9070256	4.35827951713e+13	0.67370248519
2632010	116	1273.07831001	20305.3035757	20305.5326539	1.07580359861	20306.6065704	20303.3434627	4.41187842682e+13	0.677957808775
2705714	122	1301.29404807	20305.6190823	20305.5960712	0.657125254855	20306.6103428	20304.3829944	4.51802155783e+13	0.680870896473
2805945	130	1429.43658304	20305.8712222	20306.3087009	1.3089439872	20307.3656414	20302.6681132	4.71958795743e+13	0.681720553542
2913115	135	1434.26811695	20305.4178006	20305.7282584	1.34878980436	20306.6485668	20302.1429569	4.86795387418e+13	0.680869343027
3106505	142	1486.43519998	20306.0657038	20306.3396512	1.35810564782	20307.7518466	20303.6172187	5.08826789719e+13	0.682202212284
3230855	145	1507.4326489	20305.4557932	20305.3976045	0.605014861536	20306.6642281	20304.7453335	5.22276510126e+13	0.681139411398
3071021	140	1558.48361206	20305.5084331	20305.7927922	0.691611687399	20306.3110524	20304.3619074	5.04824082597e+13	0.679651577467
3317002	153	1630.03020906	20305.7901803	20306.2002755	1.14868883804	20307.1645123	20303.8644032	5.37579890738e+13	0.677650263382
3527169	163	1666.89969707	20305.6269786	20305.9020614	1.03827585013	20306.9678977	20304.0621965	5.64967823531e+13	0.6824955822
3411149	162	1680.22203708	20305.916588	20305.8877456	0.636953558591	20306.8641876	20304.9458119	5.54289524703e+13	0.682473392796
3717985	173	1737.62595606	20305.479629	20305.5462265	0.593719307684	20306.6966144	20304.5269911	5.88487669858e+13	0.676857721618
3622407	167	1750.373034	20305.7649717	20305.6565639	0.656698031693	20306.6886102	20304.8037368	5.73518145486e+13	0.67915918103
3815426	177	1768.59123802	20304.9967329	20304.9002708	1.11589308614	20307.4001209	20303.0180667	5.98396106681e+13	0.674913995526
3904718	183	1876.67631888	20305.7657088	20306.0602856	0.935886200472	20306.8500887	20304.1072636	6.08593903035e+13	0.678699459808
4002953	189	1927.9973321	20305.7972075	20305.7432206	0.675856966707	20307.0245654	20304.5726687	6.20113160531e+13	0.680302973672
4116525	191	1968.24516702	20305.8227167	20306.0128892	1.09208636329	20307.6224789	20303.6222082	6.31249513114e+13	0.678642344146
4211971	199	2023.85598612	20305.4896392	20305.5415698	0.935680158882	20307.0428741	20304.2594996	6.46203916517e+13	0.673039127996
4302478	204	2075.89380789	20304.882044	20305.031872	1.17338189568	20306.9973889	20303.398555	6.60986351264e+13	0.677876256371
4472108	208	2106.05487704	20305.5573129	20305.7770299	0.843146211328	20306.9776547	20303.8566996	6.68992889335e+13	0.677428943949
4711035	224	2154.42184401	20305.458536	20305.277894	1.00935703629	20307.2323872	20304.3690502	6.96643859241e+13	0.67873663193
4500042	209	2166.08368897	20305.2585924	20305.6126455	1.13729966422	20306.6413979	20303.1641498	6.68553267228e+13	0.679001460214
4644162	218	2206.6602149	20305.3205578	20305.1734381	0.868759677548	20306.5529331	20304.3692019	6.86957694116e+13	0.674160874836
5007625	237	2265.22713804	20305.2790927	20305.3055824	0.831596004529	20306.3326689	20303.5992923	7.21459250479e+13	0.682067710016
4876569	231	2328.228899	20305.6244792	20305.3721352	1.07837060452	20307.3110694	20304.0790937	7.13838309749e+13	0.680074477704
4935736	233	2356.99614596	20305.0231334	20305.2693154	1.02503758801	20306.3694292	20302.9616866	7.17368846937e+13	0.678800478059
5205246	250	2394.95449495	20305.2237007	20305.5648545	1.22310306505	20306.2002277	20302.0986224	7.44889617696e+13	0.680754991999
5101465	241	2428.86865497	20305.9158504	20306.4447516	1.07284097316	20307.0823164	20303.9897091	7.2808985645e+13	0.677897036202
5311462	255	2522.29447794	20305.8230343	20305.7139415	0.879886025182	20307.1498224	20304.5349904	7.59157625135e+13	0.682908849778
5600422	264	2535.70468712	20305.8851784	20306.1995942	0.968041242068	20306.9982229	20303.6925656	7.73725863475e+13	0.675377490369
5409725	258	2539.6649971	20304.8989898	20304.8614486	0.84905450446	20306.4292048	20303.3238491	7.63587153483e+13	0.679320429852
5512613	261	2591.17742705	20305.2864503	20305.3820335	1.46525219725	20306.7212956	20301.9559649	7.68823951563e+13	0.681484788586
5701978	276	2637.52740192	20305.1544761	20305.9325519	1.33721078898	20306.4241901	20302.965366	7.89369746907e+13	0.679371382095
5800164	281	2644.49277401	20305.7836716	20306.0716307	1.06527415775	20307.0311227	20303.6086878	8.04494101918e+13	0.680648013313
5902871	283	2745.79562497	20304.9590853	20305.3483461	0.840192388555	20305.7327983	20303.5963393	8.10962209988e+13	0.676930540894
6025005	287	2787.68373704	20305.2538187	20305.6598295	1.24519462403	20306.3389988	20302.0217357	8.16379158197e+13	0.680033181526
6201473	296	2842.72638893	20305.7371659	20305.6729969	0.770144165843	20306.7044611	20304.5819066	8.31406973698e+13	0.671102552617
6155380	292	2858.68791604	20305.8532848	20306.1813553	0.975609497832	20306.8701914	20303.9119115	8.30201785233e+13	0.679016026991
6393053	307	2900.66275501	20305.7219372	20305.8009969	0.919068769171	20307.0954657	20304.3283159	8.56824859819e+13	0.67801826978
6418070	308	2966.01898909	20305.1578987	20305.308605	0.909075310196	20306.2490037	20303.9051403	8.58456502928e+13	0.680033450637
6534043	312	2981.45164704	20305.2847833	20305.324826	0.94168888991	20306.7536956	20303.8234217	8.63497495422e+13	0.676818213107
6619374	316	3023.25648689	20305.7553058	20305.89114	0.627671444902	20306.7766424	20304.4828449	8.6993364518e+13	0.674172362869
6704357	322	3066.28560495	20305.566556	20305.9536667	0.989309693255	20306.5422057	20303.5997817	8.79858908066e+13	0.676783900307
6807851	329	3107.66141391	20305.9757578	20305.8090098	0.742164405476	20307.353049	20304.8909503	8.90663013839e+13	0.678693155612
7025461	337	3214.48221898	20305.5982169	20305.6129377	0.900853164665	20306.7672176	20303.8756242	9.09407389712e+13	0.676458217924
7017676	336	3221.42002797	20305.4446637	20305.1809107	1.34460044271	20307.1833775	20303.1730033	9.08231437784e+13	0.678915893706
7219002	348	3273.16835594	20305.2745812	20305.2204356	0.837080610205	20306.3386344	20303.8330474	9.26345600436e+13	0.680743733223
7106074	342	3276.0850811	20305.4624425	20305.4871884	1.0402488482	20307.2471142	20304.1065938	9.13518585209e+13	0.678961723267
7300922	354	3340.98312306	20306.1381375	20306.2827203	0.983359241953	20307.3810239	20304.032133	9.34569567228e+13	0.677861928818
7410146	357	3344.53903508	20305.6869107	20305.5688913	0.926954533336	20307.0956812	20303.7515855	9.42728142795e+13	0.679117870583
7515038	364	3380.51461697	20305.4435986	20305.4637899	0.820641386767	20306.6021531	20303.7289834	9.53140702822e+13	0.678678513154
7632240	368	3460.30483198	20305.7270478	20305.9379517	0.564149005679	20306.3619316	20304.6171862	9.57920575882e+13	0.678753869396
7722259	373	3490.3370769	20305.14291	20305.3546998	1.07755663957	20306.4918606	20303.4304076	9.67108484585e+13	0.67981084153
7802947	378	3542.48198795	20305.6762422	20305.5472171	0.738296877051	20306.752241	20304.701223	9.72219122389e+13	0.678011123101
7908085	385	3587.3094759	20305.5252124	20306.0213742	1.34238943377	20307.1165776	20302.8369105	9.86162004841e+13	0.680533872224
8028868	389	3598.05740905	20305.1898245	20305.1265173	1.0340741498	20306.9394836	20303.0328254	9.95569312187e+13	0.678234843408
8109122	391	3638.51566291	20305.2276591	20305.293229	0.758147231613	20306.2650864	20304.1637688	9.99650234489e+13	0.673815407434
8202614	397	3645.10055399	20305.2345308	20305.2943383	0.676789031545	20306.4096117	20304.1080238	1.00373147877e+14	0.680795362448
8415570	409	3756.12384892	20305.3901919	20305.4932322	1.04331541663	20306.9068466	20303.3316343	1.02521763208e+14	0.680978412268
8305459	402	3761.12141204	20305.8827255	20305.8582781	0.649782578674	20306.999953	20304.864726	1.01444394916e+14	0.680225784286
8519095	414	3846.86216688	20304.9409581	20304.6901064	1.25354419968	20306.9037761	20303.4074268	1.03309185656e+14	0.682880288289
8614830	418	3868.50002003	20305.9074463	20306.2255406	1.16836533894	20307.2115485	20303.7295868	1.04209905389e+14	0.677368972574
8718881	421	3903.50450206	20305.5637538	20305.5316535	1.21833633361	20307.3370368	20303.0136868	1.0449475915e+14	0.679097112443
8808259	426	3995.54470897	20305.5525518	20305.6372409	0.823271913933	20306.8965633	20304.143683	1.05366735946e+14	0.680453110286
9100492	445	4008.89469004	20305.5119477	20305.5759805	1.11053525739	20306.9203843	20303.2257944	1.0792813845e+14	0.675701038025
8900253	433	4031.4067111	20305.1389764	20305.3031428	0.801668209794	20306.1392839	20303.9037767	1.0619353172e+14	0.674994726595
9041073	439	4038.84992599	20305.0920401	20305.5261267	1.35293486818	20306.5865076	20302.5434222	1.07341694378e+14	0.676987215536
9221352	448	4140.73326111	20305.33599	20305.4411289	1.27253241204	20307.1078008	20302.7923204	1.0845945764e+14	0.674797426587
9330082	452	4184.01058102	20305.6835572	20305.715028	0.94008585029	20307.4804493	20304.4823093	1.09063024087e+14	0.678998990023
9443322	460	4209.3684721	20304.8782868	20304.6451942	1.25367779307	20307.0169165	20302.3191399	1.10215748892e+14	0.67993978615
9506722	464	4270.03363395	20304.9334523	20305.2510368	0.897463167126	20305.9055019	20303.0305646	1.107100681e+14	0.678933830076
9656135	468	4306.09102702	20305.4702442	20305.6454095	0.741725706031	20306.2555561	20303.7010424	1.11615131241e+14	0.677927881029
9801563	477	4358.7946589	20305.5696658	20305.5274174	0.788810839411	20306.8436696	20304.5473353	1.12920394949e+14	0.679861718497
9773579	475	4363.36209798	20305.7068933	20305.4428792	0.950774027298	20307.8971832	20304.4480544	1.12922693405e+14	0.681237000347
9914546	483	4372.6778791	20305.5620406	20305.2522817	0.82952092472	20307.2952361	20304.748405	1.1374726157e+14	0.677195619789
10124676	492	4453.38185096	20304.9120932	20304.6883815	0.871439605832	20306.3141387	20304.0110312	1.15204006603e+14	0.679030684327
10092902	490	4481.83449888	20305.3556825	20305.3351515	0.566055115926	20306.2991538	20304.6594533	1.15185207118e+14	0.679708886827
10202135	501	4536.63618207	20304.777	20304.7696334	1.08690461015	20306.0486979	20302.4607622	1.1623025139e+14	0.678018313056
10326437	502	4585.7118609	20305.3530613	20304.9656047	0.988458385482	20307.1065764	20304.1164587	1.16568873774e+14	0.676504692205
10406712	507	4624.13871694	20305.1257477	20305.0754551	0.994398474996	20306.5647606	20303.6864057	1.17177759043e+14	0.676658640878
10540675	515	4637.68554711	20305.7670064	20305.8895488	0.790124724275	20306.9760788	20304.2919263	1.1868563888e+14	0.676292403037
