steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy
1334295	1	980.176448822	57173.3734972	57172.7418047	7.78874061107	57184.6998317	57159.6733495	1.89851840969e+13	1.2875629612e-22
1385768	3	994.095096827	57174.8570975	57175.2979396	6.33630807752	57183.1158904	57164.9849778	1.89941420622e+13	1.65387843485e-22
1475853	10	997.523620844	57172.5308559	57177.8098805	11.2743718597	57183.6973347	57156.6329277	1.89976534878e+13	1.4207129298e-22
1414333	5	1042.03163195	57171.4808496	57173.8021421	10.1954580082	57180.442963	57148.9507548	1.90119784282e+13	1.19771273963e-22
1479573	12	1055.05734491	57174.2634708	57174.4201023	6.83905142667	57183.9262215	57166.0964147	1.90228328117e+13	9.21906721638e-23
1490904	13	1067.93743396	57173.2562919	57172.9450476	10.1155701369	57187.5186194	57154.3336738	1.90274987063e+13	8.43657874613e-23
1349508	2	1079.06528497	57171.3324082	57171.770811	6.53941164206	57180.4229185	57161.0352649	1.90100402055e+13	1.1658620405e-22
1468680	9	1103.02074099	57172.9761186	57175.8506463	12.4335478494	57185.3105702	57144.7983427	1.90108525086e+13	1.21760554868e-22
1399051	4	1138.5925529	57171.8015992	57173.159315	8.38241917106	57183.503229	57160.5018339	1.90217084195e+13	9.62002766115e-23
1550180	15	1149.81972885	57174.0584386	57171.9118457	9.28648709583	57189.2140857	57161.2530587	1.90109545393e+13	1.12339233116e-22
1468587	8	1155.21435094	57175.5527213	57176.2809307	6.60831745257	57186.4399746	57164.0795498	1.90166650748e+13	1.08884734358e-22
1443975	7	1155.60852289	57174.3479848	57176.9755703	10.9498136826	57189.1339726	57154.5048318	1.89883516576e+13	1.45057068363e-22
1478060	11	1157.41062379	57174.3310104	57174.3779092	6.84084479877	57184.485167	57163.3503797	1.90142735331e+13	1.12308533701e-22
1414484	6	1164.69904995	57173.015152	57172.5410161	7.35162044504	57183.2849796	57164.3180528	1.90010917485e+13	1.48251505327e-22
1548396	14	1234.714257	57174.2323221	57174.2355235	9.42904844477	57190.9482956	57159.5015898	1.90244591546e+13	8.44815125281e-23
1600905	24	1318.13563085	57170.4412459	57171.5634302	9.29037217363	57179.668427	57151.6187935	2.12466048449e+13	9.67059918211e-23
2400479	38	1623.47025895	57173.9705981	57175.0520261	6.22617563137	57186.1643612	57162.5452634	4.74575694136e+13	7.59426222698e-23
2207943	33	1673.02719593	57173.9312172	57172.9150221	8.42996190261	57185.1953827	57161.8463	3.81165530065e+13	6.5652642974e-23
2318895	34	1727.17709184	57178.6675245	57182.1993598	9.77644180385	57188.8692709	57155.1652835	4.27587031504e+13	7.16563379816e-23
2330122	36	1732.65597296	57177.9394577	57179.8181638	7.99464542462	57187.723545	57162.9184729	4.3859979224e+13	7.73940534616e-23
2393126	37	1735.48155189	57174.4116773	57175.3998706	8.53543482394	57188.7931229	57162.5854759	4.72411365997e+13	5.91310365539e-23
2605285	48	1777.82615399	57167.8536638	57170.2810496	9.89572552616	57181.8099923	57147.8886234	6.23982295844e+13	5.59503167768e-23
